age,job,education,day_of_week,duration,campaign,poutcome,cons_conf_idx,euribor3m,nr_employed
48,1,0,3,155,3,1,-36.1,4.963,5228.1
36,0,6,1,138,2,1,-36.4,4.857,5191.0
43,4,6,3,205,1,1,-26.9,0.744,5017.5
47,1,0,0,77,5,1,-36.1,4.964,5228.1
28,8,7,2,700,4,0,-31.4,0.829,5076.2
53,9,7,2,40,1,1,-41.8,4.866,5228.1
52,6,6,0,151,3,1,-36.4,4.864,5191.0
35,10,6,2,391,2,1,-26.9,0.733,5017.5
33,0,3,3,96,2,1,-41.8,4.961,5228.1
30,7,3,2,70,6,1,-42.7,4.968,5228.1
58,10,5,2,147,3,1,-36.1,4.968,5228.1
46,7,7,0,739,1,1,-36.1,4.964,5228.1
47,9,2,1,502,2,1,-42.7,4.962,5228.1
42,0,6,3,101,2,1,-36.1,4.968,5228.1
31,0,6,2,230,1,1,-36.1,4.964,5228.1
37,0,6,3,283,3,1,-47.1,1.423,5099.1
26,0,6,1,71,9,1,-42.7,4.96,5228.1
33,9,5,2,480,2,1,-46.2,1.266,5099.1
30,9,5,0,55,4,1,-36.1,4.964,5228.1
48,9,5,2,491,1,2,-49.5,0.987,4963.6
30,9,5,4,80,4,1,-36.1,4.964,5228.1
41,10,2,1,263,1,1,-47.1,1.466,5099.1
24,9,6,4,197,1,1,-26.9,0.724,5017.5
44,0,3,1,111,2,1,-36.4,4.857,5191.0
58,7,3,3,790,3,1,-41.8,4.958,5228.1
47,7,3,3,127,2,1,-36.4,4.856,5191.0
34,0,3,3,205,2,1,-46.2,1.344,5099.1
37,1,3,2,280,1,1,-41.8,4.866,5228.1
38,0,3,3,133,1,1,-42.0,4.153,5195.8
47,9,5,1,171,1,1,-42.7,4.96,5228.1
36,7,7,4,852,1,1,-36.4,4.856,5191.0
34,1,2,3,52,3,1,-46.2,1.344,5099.1
37,4,6,4,54,1,1,-36.1,4.967,5228.1
28,1,0,1,505,2,1,-46.2,1.299,5099.1
32,7,7,1,98,4,1,-41.8,4.961,5228.1
37,1,3,3,191,1,1,-36.4,4.857,5191.0
46,0,6,2,68,5,1,-36.4,4.86,5191.0
58,5,0,3,114,1,1,-42.7,4.961,5228.1
36,2,6,1,473,5,1,-36.4,4.857,5191.0
37,1,1,2,262,4,1,-26.9,0.74,5017.5
36,0,6,1,91,3,1,-46.2,1.299,5099.1
30,0,6,3,178,2,1,-36.4,4.856,5191.0
52,0,3,4,132,1,1,-36.4,4.859,5191.0
33,0,3,2,492,1,0,-46.2,1.266,5099.1
32,2,2,3,258,1,1,-42.7,4.962,5228.1
48,1,0,2,107,2,1,-42.7,4.962,5228.1
36,7,3,0,141,1,0,-26.9,0.739,5017.5
48,7,0,3,17,5,0,-46.2,1.344,5099.1
45,9,6,1,100,1,1,-36.1,4.963,5228.1
40,0,6,4,335,2,1,-36.1,4.964,5228.1
29,1,2,3,254,1,1,-42.7,4.961,5228.1
46,0,3,2,308,1,0,-42.0,4.076,5195.8
37,4,6,3,252,1,1,-46.2,1.344,5099.1
28,8,2,4,178,1,2,-38.3,0.9,4991.6
42,1,1,3,126,1,1,-42.7,4.961,5228.1
37,1,1,3,200,1,1,-42.0,4.153,5195.8
34,7,3,3,101,2,1,-42.7,4.961,5228.1
36,0,6,0,85,1,0,-42.0,4.021,5195.8
35,0,0,0,248,2,1,-41.8,4.967,5228.1
35,9,5,2,41,1,1,-36.1,4.964,5228.1
47,0,6,3,100,3,1,-36.1,4.965,5228.1
47,9,5,2,93,3,1,-42.0,4.076,5195.8
42,4,6,2,146,1,0,-46.2,1.266,5099.1
54,0,6,2,77,5,1,-42.7,4.968,5228.1
34,1,3,3,257,1,1,-42.0,4.153,5195.8
46,7,2,4,403,1,0,-46.2,1.334,5099.1
30,0,6,2,103,7,1,-36.1,4.962,5228.1
29,0,6,4,713,1,1,-36.4,4.857,5191.0
71,5,0,3,216,1,1,-31.4,0.859,5076.2
46,4,6,1,123,2,1,-46.2,1.299,5099.1
59,0,3,4,232,2,0,-46.2,1.334,5099.1
32,9,6,1,532,2,1,-40.8,1.26,5076.2
37,4,6,3,104,1,1,-36.1,4.968,5228.1
46,0,6,0,70,1,1,-42.0,4.021,5195.8
38,4,2,3,1000,1,1,-36.4,4.856,5191.0
25,1,2,4,76,1,1,-41.8,4.962,5228.1
45,0,3,2,155,1,1,-46.2,1.327,5099.1
47,4,0,2,216,1,1,-41.8,4.961,5228.1
58,4,6,0,90,1,1,-46.2,1.313,5099.1
38,1,0,4,76,9,1,-36.4,4.859,5191.0
38,9,5,1,296,2,1,-36.1,4.963,5228.1
37,9,5,0,200,3,1,-36.4,4.855,5191.0
24,8,7,4,367,1,0,-37.5,0.886,4963.6
25,9,6,4,124,1,0,-40.8,1.26,5076.2
40,1,2,2,137,2,1,-36.4,4.86,5191.0
74,5,2,2,134,2,2,-26.9,0.74,5017.5
41,4,6,0,172,4,1,-36.4,4.859,5191.0
33,1,2,3,111,1,0,-42.0,4.153,5195.8
52,4,6,2,157,2,1,-38.3,0.899,4991.6
33,7,3,2,124,2,1,-41.8,4.866,5228.1
37,9,5,0,222,6,1,-42.0,4.021,5195.8
38,0,3,2,1476,4,1,-42.0,4.076,5195.8
42,9,5,4,685,2,1,-36.1,4.967,5228.1
37,1,2,0,1184,2,1,-47.1,1.405,5099.1
34,0,6,4,1576,1,1,-46.2,1.27,5099.1
45,1,0,4,131,1,1,-36.1,4.967,5228.1
45,0,1,4,200,4,1,-36.4,4.857,5191.0
34,6,3,2,107,1,0,-46.2,1.266,5099.1
39,0,3,1,55,1,1,-47.1,1.405,5099.1
34,9,5,2,24,1,1,-40.0,0.699,5008.7
28,9,5,4,229,2,1,-36.4,4.856,5191.0
66,3,0,3,296,1,0,-40.3,0.876,4991.6
34,10,2,0,153,3,1,-47.1,1.405,5099.1
37,9,5,2,238,3,1,-36.4,4.855,5191.0
48,7,0,2,118,2,1,-36.1,4.968,5228.1
40,9,5,2,302,1,1,-36.1,4.962,5228.1
49,1,5,3,121,1,0,-46.2,1.344,5099.1
47,3,5,3,100,1,1,-47.1,1.405,5099.1
47,1,2,4,318,1,1,-42.7,4.957,5228.1
59,10,5,2,82,3,1,-36.1,4.968,5228.1
40,1,1,0,356,4,1,-46.2,1.313,5099.1
40,9,5,3,110,1,0,-42.0,4.153,5195.8
47,0,6,2,1231,2,1,-36.1,4.964,5228.1
38,4,7,2,155,1,0,-46.2,1.327,5099.1
33,6,6,1,299,3,1,-42.7,4.962,5228.1
22,1,0,0,25,1,1,-42.7,4.957,5228.1
38,7,3,2,896,1,1,-36.4,4.86,5191.0
46,0,7,4,181,2,1,-36.4,4.857,5191.0
46,7,3,2,354,1,1,-47.1,1.365,5099.1
59,1,1,0,127,1,1,-41.8,4.967,5228.1
52,1,7,0,137,11,1,-42.7,4.962,5228.1
32,0,6,4,180,1,1,-36.4,4.859,5191.0
31,9,6,3,222,1,1,-47.1,1.405,5099.1
32,1,1,4,151,1,1,-42.7,4.957,5228.1
41,0,6,0,47,13,1,-36.1,4.963,5228.1
30,6,6,0,345,2,1,-42.0,4.021,5195.8
60,4,7,2,336,3,2,-40.0,0.683,5008.7
47,9,3,4,87,3,1,-36.1,4.964,5228.1
55,7,3,3,165,2,1,-36.4,4.856,5191.0
35,4,6,0,772,1,1,-42.7,4.963,5228.1
44,1,2,1,214,3,1,-42.7,4.962,5228.1
49,0,3,1,194,2,1,-36.1,4.963,5228.1
44,1,7,4,198,1,1,-42.0,4.12,5195.8
31,10,6,3,51,2,1,-36.1,4.966,5228.1
50,10,2,4,88,3,1,-36.1,4.964,5228.1
37,9,5,3,520,2,1,-36.1,4.965,5228.1
31,9,3,4,104,5,1,-36.1,4.965,5228.1
34,0,6,3,143,5,1,-42.7,4.961,5228.1
56,0,3,1,166,2,1,-36.4,4.857,5191.0
31,1,2,2,217,2,1,-41.8,4.961,5228.1
47,1,0,2,130,3,1,-41.8,4.958,5228.1
51,2,7,1,97,3,1,-36.4,4.857,5191.0
40,1,2,2,50,4,1,-42.7,4.962,5228.1
54,1,0,2,104,1,0,-47.1,1.41,5099.1
32,3,0,1,87,4,1,-36.1,4.965,5228.1
36,0,6,0,254,2,1,-50.8,1.028,4963.6
41,0,6,1,145,4,1,-36.1,4.965,5228.1
36,8,2,2,432,3,1,-46.2,1.327,5099.1
31,9,5,1,370,2,1,-36.1,4.965,5228.1
64,10,6,3,248,1,0,-31.4,0.884,5076.2
30,0,7,1,246,3,1,-42.7,4.962,5228.1
59,0,6,0,324,2,0,-46.2,1.313,5099.1
26,1,2,4,45,2,0,-46.2,1.334,5099.1
55,1,7,0,9,2,0,-46.2,1.313,5099.1
44,1,7,2,76,3,1,-36.4,4.86,5191.0
58,9,5,2,156,1,1,-37.5,0.879,4963.6
36,7,3,0,311,1,1,-46.2,1.313,5099.1
35,0,6,1,228,2,1,-42.7,4.962,5228.1
33,8,7,1,288,2,1,-42.0,4.191,5195.8
56,5,0,3,112,3,1,-42.7,4.961,5228.1
45,0,7,2,27,2,1,-42.7,4.962,5228.1
43,1,2,2,386,2,1,-42.7,4.962,5228.1
56,0,2,2,94,1,1,-47.1,1.41,5099.1
50,11,7,3,237,1,1,-42.7,4.961,5228.1
34,1,0,2,23,1,1,-36.4,4.86,5191.0
29,3,6,1,155,2,1,-36.1,4.963,5228.1
35,1,1,0,212,1,1,-47.1,1.405,5099.1
42,4,6,3,236,7,1,-41.8,4.864,5228.1
28,9,6,2,178,2,0,-46.2,1.266,5099.1
27,0,6,2,193,1,0,-47.1,1.365,5099.1
34,4,7,3,288,1,1,-42.7,4.962,5228.1
57,5,6,0,59,2,1,-41.8,4.967,5228.1
69,5,3,4,289,1,2,-40.0,0.697,5008.7
33,0,6,1,657,1,1,-46.2,1.299,5099.1
45,0,6,2,1673,2,1,-42.7,4.958,5228.1
43,4,2,3,217,1,1,-42.7,4.962,5228.1
53,4,0,4,528,2,1,-36.4,4.857,5191.0
41,0,6,1,166,2,1,-46.2,1.244,5099.1
29,9,5,0,152,1,1,-36.1,4.964,5228.1
53,3,3,2,147,1,0,-40.8,1.26,5076.2
46,1,0,4,223,4,1,-42.0,4.12,5195.8
32,0,3,0,17,9,1,-46.2,1.313,5099.1
25,9,3,1,249,2,1,-41.8,4.961,5228.1
46,0,3,0,318,2,0,-46.2,1.313,5099.1
51,7,7,3,141,1,1,-36.4,4.857,5191.0
41,3,6,2,36,1,1,-36.1,4.963,5228.1
38,4,6,3,486,5,1,-33.6,0.908,5076.2
50,2,6,1,92,1,1,-42.0,4.191,5195.8
34,1,5,0,365,1,1,-47.1,1.405,5099.1
36,9,6,1,305,4,2,-40.3,0.827,4991.6
47,9,5,0,7,1,1,-40.0,0.684,5008.7
27,1,0,3,300,1,0,-46.2,1.291,5099.1
30,7,3,3,24,26,1,-42.7,4.962,5228.1
37,7,3,4,112,1,1,-36.4,4.858,5191.0
56,9,5,0,35,1,1,-41.8,4.959,5228.1
28,9,6,3,38,3,1,-42.7,4.961,5228.1
41,0,6,4,54,1,0,-42.0,4.12,5195.8
50,6,6,2,743,1,0,-42.0,4.076,5195.8
40,9,5,3,10,1,1,-49.5,0.956,4963.6
49,9,5,2,88,2,1,-41.8,4.958,5228.1
30,1,0,2,205,1,1,-46.2,1.327,5099.1
50,1,0,1,22,5,1,-36.4,4.857,5191.0
54,4,6,3,243,1,1,-47.1,1.405,5099.1
28,1,2,3,245,1,1,-42.7,4.962,5228.1
41,1,7,3,158,1,1,-42.7,4.962,5228.1
38,6,6,4,270,2,1,-36.4,4.859,5191.0
58,9,5,2,57,3,1,-36.4,4.86,5191.0
35,4,7,4,514,4,1,-41.8,4.959,5228.1
42,1,2,1,559,3,1,-36.4,4.857,5191.0
46,2,6,4,433,3,1,-36.4,4.858,5191.0
52,7,3,2,339,2,1,-41.8,4.961,5228.1
55,0,2,2,209,3,1,-42.0,4.076,5195.8
30,0,3,1,214,1,1,-36.1,4.965,5228.1
31,9,6,1,94,1,1,-46.2,1.299,5099.1
44,4,1,4,139,1,1,-47.1,1.415,5099.1
43,0,6,3,136,1,1,-42.7,4.962,5228.1
37,10,6,0,34,1,1,-46.2,1.25,5099.1
47,0,6,0,451,2,1,-36.1,4.963,5228.1
41,1,0,3,88,4,1,-41.8,4.864,5228.1
29,9,6,1,120,2,1,-36.1,4.965,5228.1
30,2,6,1,99,3,1,-36.1,4.965,5228.1
36,1,3,1,889,1,1,-42.7,4.96,5228.1
32,9,5,4,44,1,2,-31.4,0.879,5076.2
40,7,0,4,205,1,1,-42.7,4.963,5228.1
39,0,3,3,552,1,2,-40.0,0.668,5008.7
59,1,0,1,69,6,1,-41.8,4.961,5228.1
29,9,3,4,112,3,1,-41.8,4.962,5228.1
25,1,0,0,324,1,1,-36.4,4.855,5191.0
40,0,3,1,104,2,1,-46.2,1.244,5099.1
46,6,2,1,470,2,1,-36.4,4.857,5191.0
31,0,6,4,255,1,1,-42.7,4.963,5228.1
45,4,6,3,401,2,1,-42.0,4.153,5195.8
35,7,2,0,61,2,1,-42.7,4.962,5228.1
34,1,1,0,176,1,1,-41.8,4.967,5228.1
37,9,2,0,298,1,1,-36.4,4.857,5191.0
53,0,3,3,520,1,1,-36.4,4.856,5191.0
38,1,0,2,28,3,1,-36.4,4.855,5191.0
60,3,0,4,85,1,1,-47.1,1.415,5099.1
46,7,3,4,765,1,0,-46.2,1.334,5099.1
34,9,5,0,118,1,1,-36.1,4.966,5228.1
38,0,6,3,395,1,1,-42.7,4.962,5228.1
37,7,3,3,249,3,1,-36.1,4.963,5228.1
86,5,0,4,237,1,0,-30.1,0.716,5017.5
29,1,3,4,74,3,1,-36.4,4.857,5191.0
38,0,6,2,71,1,2,-30.1,0.714,5017.5
48,7,3,2,776,1,1,-36.1,4.963,5228.1
35,9,5,0,74,2,1,-41.8,4.959,5228.1
38,0,6,3,232,3,1,-42.7,4.961,5228.1
30,0,3,0,195,3,0,-46.2,1.25,5099.1
30,0,6,0,222,2,1,-42.0,4.021,5195.8
25,6,6,1,163,1,1,-47.1,1.405,5099.1
47,1,1,4,191,2,1,-36.4,4.859,5191.0
31,7,6,2,163,1,1,-46.2,1.266,5099.1
48,1,6,1,164,1,1,-36.1,4.97,5228.1
55,1,0,4,18,1,1,-46.2,1.281,5099.1
27,8,3,0,100,2,1,-42.7,4.963,5228.1
38,1,0,4,406,4,1,-42.7,4.957,5228.1
34,4,6,0,66,2,1,-36.4,4.864,5191.0
63,0,6,2,174,2,2,-49.5,0.987,4963.6
26,1,2,1,230,3,1,-41.8,4.865,5228.1
33,1,1,0,218,4,1,-46.2,1.25,5099.1
43,4,6,4,104,2,1,-36.1,4.964,5228.1
26,0,6,1,76,2,1,-50.0,1.811,5099.1
34,10,3,4,41,5,1,-42.7,4.963,5228.1
47,7,3,0,177,3,1,-41.8,4.959,5228.1
48,0,3,4,314,1,1,-41.8,4.959,5228.1
53,9,3,2,319,1,1,-42.0,4.076,5195.8
49,4,6,0,1034,9,1,-36.4,4.857,5191.0
30,9,6,2,103,2,1,-36.1,4.968,5228.1
30,0,6,0,355,2,1,-36.4,4.859,5191.0
31,0,6,1,443,1,0,-46.2,1.299,5099.1
37,1,2,3,373,2,1,-31.4,0.883,5076.2
32,1,0,4,228,8,1,-41.8,4.864,5228.1
39,0,3,2,257,1,1,-36.1,4.968,5228.1
35,0,6,1,355,1,1,-36.4,4.857,5191.0
43,0,3,2,66,1,1,-42.7,4.962,5228.1
46,3,0,3,86,4,1,-36.4,4.856,5191.0
55,1,2,1,40,3,1,-42.7,4.962,5228.1
83,5,0,2,321,1,1,-47.1,1.365,5099.1
32,1,2,1,166,1,1,-36.4,4.858,5191.0
41,0,3,2,152,2,1,-41.8,4.866,5228.1
30,9,6,1,117,3,1,-36.1,4.965,5228.1
50,1,0,3,209,3,1,-41.8,4.961,5228.1
57,0,6,4,73,1,1,-36.1,4.965,5228.1
48,0,3,3,306,1,1,-41.8,4.961,5228.1
26,9,5,1,175,1,0,-40.8,1.26,5076.2
36,9,3,4,187,1,0,-42.0,4.12,5195.8
33,0,6,4,208,2,1,-37.5,0.879,4963.6
46,9,5,2,166,3,1,-36.1,4.968,5228.1
36,1,0,2,92,1,1,-46.2,1.327,5099.1
47,9,3,3,111,2,1,-36.1,4.965,5228.1
23,7,3,2,796,2,1,-42.7,4.958,5228.1
25,0,6,3,500,2,1,-46.2,1.266,5099.1
29,1,2,2,190,1,1,-41.8,4.955,5228.1
26,8,3,4,424,1,1,-46.2,1.27,5099.1
59,9,5,1,185,1,1,-47.1,1.405,5099.1
51,1,5,3,771,2,1,-36.4,4.856,5191.0
37,1,3,3,26,14,1,-36.4,4.856,5191.0
48,5,5,0,219,2,1,-36.4,4.857,5191.0
45,2,7,4,89,5,1,-41.8,4.962,5228.1
32,0,3,1,611,2,1,-36.4,4.857,5191.0
38,0,6,3,269,1,1,-36.4,4.857,5191.0
45,0,6,4,681,3,1,-36.4,4.858,5191.0
25,10,3,3,188,1,2,-38.3,0.904,4991.6
75,3,0,0,95,4,1,-47.1,1.405,5099.1
62,1,0,1,152,1,1,-30.1,0.719,5017.5
39,1,5,2,27,1,1,-41.8,4.866,5228.1
29,0,6,1,214,5,1,-36.1,4.965,5228.1
33,0,6,3,2516,1,1,-42.7,4.961,5228.1
43,0,3,4,1011,1,0,-42.0,4.12,5195.8
46,1,2,1,188,1,1,-47.1,1.405,5099.1
34,0,6,3,441,2,1,-47.1,1.423,5099.1
47,1,0,1,82,4,1,-42.7,4.962,5228.1
44,1,0,2,190,1,1,-36.4,4.855,5191.0
48,1,0,3,563,1,1,-42.7,4.961,5228.1
39,0,6,0,115,4,1,-36.1,4.964,5228.1
31,9,3,3,768,1,1,-36.1,4.966,5228.1
38,1,3,0,158,3,1,-36.4,4.857,5191.0
35,11,0,2,82,1,1,-36.4,4.855,5191.0
45,11,7,3,138,5,1,-41.8,4.961,5228.1
28,1,2,0,254,1,1,-47.1,1.405,5099.1
51,0,6,0,486,1,1,-40.3,0.861,4991.6
55,3,0,1,232,5,1,-36.1,4.965,5228.1
48,0,3,1,352,2,1,-42.7,4.96,5228.1
33,6,6,1,105,3,1,-42.7,4.962,5228.1
38,9,6,2,72,1,1,-41.8,4.958,5228.1
52,6,6,1,106,1,1,-41.8,4.961,5228.1
26,0,3,1,262,1,2,-30.1,0.715,5017.5
27,4,3,4,155,2,1,-41.8,4.962,5228.1
33,4,6,4,1176,1,1,-47.1,1.498,5099.1
40,1,0,4,105,3,1,-41.8,4.959,5228.1
28,7,3,0,117,2,1,-42.7,4.963,5228.1
33,0,6,2,59,1,1,-36.1,4.968,5228.1
42,1,2,0,114,7,0,-46.2,1.313,5099.1
54,0,5,1,564,5,1,-40.0,0.685,5008.7
50,0,6,3,199,3,1,-41.8,4.864,5228.1
64,4,6,3,205,1,1,-40.8,1.099,5076.2
38,9,5,2,287,4,1,-36.4,4.855,5191.0
30,2,6,2,666,1,1,-47.1,1.365,5099.1
53,0,6,0,168,2,0,-29.8,0.741,5017.5
26,9,5,3,8,1,1,-39.8,0.761,4991.6
45,1,2,0,528,3,1,-41.8,4.959,5228.1
29,4,3,2,329,2,0,-47.1,1.365,5099.1
29,0,6,1,116,2,0,-33.0,0.709,5023.5
48,0,6,0,154,2,1,-42.7,4.963,5228.1
32,7,3,2,1129,1,1,-46.2,1.327,5099.1
59,0,6,3,236,1,1,-34.8,0.635,5008.7
34,9,2,1,95,1,1,-46.2,1.299,5099.1
38,1,2,4,252,5,1,-36.4,4.856,5191.0
37,0,6,3,85,12,1,-36.1,4.965,5228.1
44,9,1,1,160,2,1,-41.8,4.961,5228.1
57,3,0,0,44,3,1,-42.0,4.021,5195.8
30,7,3,0,205,2,1,-36.4,4.864,5191.0
39,9,6,0,217,1,1,-26.9,0.72,5017.5
39,0,3,2,290,1,1,-41.8,4.961,5228.1
43,9,5,4,574,1,1,-42.7,4.957,5228.1
29,0,6,4,849,1,1,-36.4,4.859,5191.0
37,9,2,3,93,1,1,-36.4,4.856,5191.0
60,0,7,4,357,1,1,-33.0,0.721,5023.5
49,4,6,2,216,2,1,-41.8,4.961,5228.1
48,4,6,4,236,2,1,-36.4,4.856,5191.0
38,6,3,0,391,3,0,-31.4,0.869,5076.2
35,0,6,4,60,1,0,-46.2,1.281,5099.1
45,3,0,1,463,14,1,-36.1,4.965,5228.1
55,5,2,2,178,1,1,-42.0,4.076,5195.8
30,1,1,3,135,5,1,-42.7,4.961,5228.1
43,0,6,2,226,2,1,-36.4,4.86,5191.0
39,0,5,1,97,1,0,-46.2,1.244,5099.1
50,1,5,2,283,1,1,-42.0,4.076,5195.8
59,10,0,2,458,9,1,-42.7,4.962,5228.1
33,9,5,1,133,3,1,-36.4,4.857,5191.0
45,9,5,0,76,1,1,-42.0,4.021,5195.8
39,1,1,2,476,1,1,-46.2,1.327,5099.1
44,1,0,1,49,2,1,-36.4,4.857,5191.0
39,1,2,0,97,3,1,-36.4,4.864,5191.0
53,1,0,0,93,4,1,-42.7,4.957,5228.1
42,1,2,2,367,2,1,-42.7,4.968,5228.1
33,9,5,1,287,1,1,-46.2,1.244,5099.1
44,2,5,1,259,1,1,-36.4,4.858,5191.0
50,4,6,2,339,3,1,-42.0,4.076,5195.8
41,7,1,2,378,1,1,-46.2,1.327,5099.1
59,6,5,1,69,3,1,-47.1,1.405,5099.1
48,1,0,2,370,2,2,-46.2,1.327,5099.1
32,9,6,0,327,1,0,-42.0,4.021,5195.8
54,7,3,4,487,3,0,-49.5,1.016,4963.6
49,1,2,4,222,9,1,-41.8,4.959,5228.1
65,5,1,1,161,2,0,-31.4,0.884,5076.2
38,2,7,3,145,1,1,-46.2,1.291,5099.1
51,5,3,3,302,1,0,-46.2,1.266,5099.1
31,1,2,2,42,1,1,-46.2,1.266,5099.1
47,9,5,1,139,3,1,-36.1,4.965,5228.1
41,4,3,3,256,1,1,-46.2,1.291,5099.1
29,0,3,2,480,1,2,-40.3,0.81,4991.6
30,0,3,0,215,1,2,-39.8,0.732,4991.6
29,9,5,2,7,7,1,-46.2,1.266,5099.1
24,9,5,1,149,4,1,-36.4,4.858,5191.0
35,7,3,0,36,1,1,-47.1,1.405,5099.1
39,1,2,2,340,1,1,-47.1,1.483,5099.1
37,1,2,2,346,2,1,-42.7,4.968,5228.1
36,1,2,1,31,2,1,-42.7,4.962,5228.1
52,9,3,1,503,2,1,-36.4,4.857,5191.0
41,4,6,3,140,6,1,-41.8,4.864,5228.1
37,7,3,4,445,1,0,-46.2,1.334,5099.1
48,9,5,3,67,2,1,-36.1,4.965,5228.1
55,9,5,3,169,1,1,-36.1,4.965,5228.1
31,0,6,1,885,5,0,-47.1,1.405,5099.1
56,0,2,1,313,2,1,-46.2,1.354,5099.1
48,9,5,2,269,1,0,-47.1,1.365,5099.1
36,0,6,1,147,5,1,-36.1,4.963,5228.1
56,1,0,1,136,1,1,-36.4,4.857,5191.0
32,1,2,0,73,3,1,-46.2,1.25,5099.1
34,7,6,4,154,2,0,-46.2,1.281,5099.1
51,0,3,2,431,2,1,-36.4,4.86,5191.0
37,9,5,4,101,2,1,-36.1,4.964,5228.1
58,5,6,1,101,2,1,-46.2,1.354,5099.1
50,10,3,4,400,1,1,-36.1,4.967,5228.1
32,0,3,1,70,1,1,-36.4,4.858,5191.0
56,1,2,4,167,3,1,-36.4,4.857,5191.0
50,0,6,0,99,1,1,-42.7,4.962,5228.1
41,7,3,3,249,3,1,-42.7,4.961,5228.1
33,8,3,4,622,2,1,-42.7,4.963,5228.1
39,7,3,1,149,1,1,-41.8,4.961,5228.1
32,0,6,4,76,1,1,-46.2,1.27,5099.1
44,1,0,0,82,2,0,-46.2,1.25,5099.1
50,3,0,2,223,8,1,-42.7,4.963,5228.1
46,7,6,3,122,1,1,-36.1,4.966,5228.1
29,7,3,3,424,1,0,-26.9,0.728,5017.5
35,1,1,3,389,2,1,-36.4,4.856,5191.0
34,6,6,0,156,3,0,-40.3,0.896,4991.6
35,7,3,2,412,1,2,-47.1,1.365,5099.1
50,1,5,2,157,1,0,-46.2,1.327,5099.1
40,2,6,4,94,4,1,-42.7,4.963,5228.1
54,9,2,1,111,2,1,-41.8,4.947,5228.1
31,0,6,4,94,1,1,-36.1,4.965,5228.1
42,1,2,0,261,1,2,-38.3,0.898,4991.6
40,1,1,4,104,3,1,-42.0,4.12,5195.8
28,1,1,3,117,1,1,-42.7,4.955,5228.1
49,0,6,0,283,3,2,-29.8,0.773,5017.5
47,0,6,4,76,1,1,-42.7,4.962,5228.1
40,1,1,3,182,2,1,-36.4,4.857,5191.0
35,4,6,1,121,1,1,-42.0,4.191,5195.8
27,0,6,3,97,4,1,-36.1,4.963,5228.1
38,7,3,0,96,2,1,-42.7,4.959,5228.1
19,8,2,1,96,1,2,-31.4,0.884,5076.2
36,9,6,3,49,1,1,-41.8,4.961,5228.1
56,1,0,1,161,1,1,-46.2,1.299,5099.1
32,2,3,3,325,2,1,-46.2,1.291,5099.1
30,9,6,0,193,8,1,-36.4,4.859,5191.0
34,1,2,1,513,1,1,-36.4,4.858,5191.0
58,0,6,4,328,2,1,-36.1,4.965,5228.1
32,7,3,1,217,1,1,-26.9,0.739,5017.5
37,1,2,2,377,4,1,-36.4,4.86,5191.0
25,10,6,1,32,8,2,-46.2,1.244,5099.1
39,0,6,4,382,2,1,-47.1,1.405,5099.1
39,1,2,3,233,2,1,-46.2,1.344,5099.1
46,7,3,0,6,1,0,-46.2,1.25,5099.1
50,1,1,0,103,6,1,-46.2,1.313,5099.1
37,0,3,2,574,1,1,-47.1,1.365,5099.1
74,5,5,4,298,1,1,-31.4,0.879,5076.2
34,9,5,2,10,1,1,-41.8,4.958,5228.1
35,0,6,2,250,1,1,-42.7,4.963,5228.1
47,1,0,2,274,3,1,-36.1,4.963,5228.1
36,9,3,3,426,1,1,-42.7,4.955,5228.1
34,4,6,2,130,6,1,-42.0,4.076,5195.8
23,7,3,0,103,5,1,-46.2,1.25,5099.1
28,0,3,3,132,5,1,-41.8,4.864,5228.1
52,4,6,0,412,1,1,-36.4,4.859,5191.0
31,1,1,4,1279,3,1,-46.2,1.281,5099.1
59,11,7,1,399,2,1,-46.2,1.354,5099.1
51,1,0,2,174,2,1,-36.1,4.968,5228.1
45,9,6,4,101,1,1,-47.1,1.405,5099.1
33,7,5,1,291,1,0,-49.5,0.977,4963.6
35,7,3,1,97,2,1,-42.7,4.96,5228.1
23,1,0,2,287,1,1,-47.1,1.41,5099.1
47,1,2,4,88,1,0,-42.0,4.12,5195.8
40,1,2,3,479,1,1,-41.8,4.864,5228.1
30,0,6,0,70,1,1,-42.7,4.957,5228.1
36,9,3,4,1165,4,1,-42.7,4.963,5228.1
42,0,6,2,75,2,2,-42.0,4.076,5195.8
31,1,5,2,176,1,1,-36.4,4.855,5191.0
58,9,3,2,246,3,1,-41.8,4.961,5228.1
29,9,5,1,273,3,0,-37.5,0.879,4963.6
30,7,7,4,143,3,1,-36.4,4.856,5191.0
57,5,0,1,177,1,1,-36.1,4.97,5228.1
85,5,5,3,140,1,1,-31.4,0.883,5076.2
44,2,6,0,88,2,1,-42.0,4.021,5195.8
33,0,2,3,118,2,0,-46.2,1.344,5099.1
37,9,5,1,51,2,1,-36.1,4.965,5228.1
36,1,0,3,245,1,0,-46.2,1.291,5099.1
32,0,2,2,330,1,1,-42.7,4.958,5228.1
43,4,6,2,140,2,1,-46.2,1.327,5099.1
53,2,6,4,137,2,1,-42.0,4.12,5195.8
34,2,2,4,191,1,0,-42.0,4.12,5195.8
56,3,3,2,67,6,0,-42.0,4.076,5195.8
40,4,6,1,159,4,1,-36.1,4.965,5228.1
30,0,6,4,656,1,1,-40.8,1.26,5076.2
36,0,3,1,11,14,1,-46.2,1.244,5099.1
